Vector,Labels
"[-0.07947414 -0.0354118  -0.02716643  0.08548053 -0.18831347  0.05142131
 -0.06731488  0.04841457 -0.13401331  0.013207   -0.05016726  0.09334133
 -0.13629863 -0.02465361 -0.01940195  0.00374508 -0.01882185 -0.02585585
  0.17433387  0.13932887 -0.07923812 -0.10474036  0.06263392  0.00067556
  0.03950189  0.00836069 -0.06676418  0.05871996 -0.15636675  0.04749851
 -0.00999972 -0.04105347 -0.16139457 -0.17108174 -0.09317397  0.01515995
 -0.04522201  0.12197715 -0.00533415  0.01521678  0.06070113 -0.10029539
 -0.04978085  0.11356079 -0.04043278 -0.0389786  -0.1122144  -0.08706085
 -0.03418115  0.15606366 -0.02079583 -0.06072976  0.01353773 -0.00508683
 -0.09693196  0.05263611  0.04790429 -0.05767223  0.05050568 -0.00483522
 -0.22128141 -0.07548386 -0.00551769  0.01066137  0.08440298  0.0011201
 -0.13616566  0.117699    0.07375467 -0.04161843 -0.06703144  0.00501311
  0.12607123 -0.01737915 -0.07015311  0.11649722  0.06951328  0.02391942
 -0.02887923  0.09247794  0.02442726 -0.1535679   0.02336853  0.0239135
 -0.06219163 -0.00914048  0.10375659  0.08057951 -0.09892934  0.0143073
  0.05677877  0.0403666  -0.07863572  0.17569137 -0.1439852   0.06827162
  0.03230076 -0.09716867 -0.06341456 -0.09089532  0.19185874  0.00046426
 -0.01858103 -0.06758908  0.13460653  0.06273852 -0.3132699   0.03019972
 -0.02076621  0.1096255  -0.05415849 -0.0230403   0.09067944 -0.02336457
  0.26313347  0.05870214  0.07582843 -0.00786952 -0.10195322 -0.01980758
  0.07125928 -0.03382006 -0.06420287 -0.05456581  0.02271109 -0.04907226
  0.00827654  0.03459431]",8
"[-0.08722056 -0.02947245 -0.0293778   0.06845523 -0.19095807  0.04773999
 -0.07880055  0.06169404 -0.13614014  0.02235164 -0.04114975  0.11777066
 -0.14686048 -0.00302803 -0.02006447  0.01188564 -0.03277234 -0.00185041
  0.16758734  0.13358553 -0.06580134 -0.11413309  0.02618957  0.00737692
  0.05609664  0.00754341 -0.05032111  0.0450657  -0.17245151  0.06312316
  0.01447261 -0.05701416 -0.16027328 -0.16271296 -0.09318995  0.0089966
 -0.06206459  0.12177386  0.00068669  0.00668694  0.05288924 -0.10237646
 -0.04101036  0.12065763 -0.04853194 -0.05959927 -0.11495737 -0.07236499
 -0.00071766  0.14540637 -0.02009138 -0.07076793  0.0283357   0.0010494
 -0.09773222  0.06073757  0.05304166 -0.07658052  0.05619213 -0.01391308
 -0.20996647 -0.05117652 -0.0176235   0.02494679  0.06420008 -0.0133921
 -0.13644662  0.11731618  0.07546961 -0.03613291 -0.08558784  0.00311928
  0.11517278 -0.00709197 -0.0417566   0.12497129  0.06029617  0.02599108
 -0.02981419  0.10355028  0.04223824 -0.1401716   0.01953613  0.03065581
 -0.06202514  0.00287965  0.09337106  0.06820196 -0.08751923  0.01553569
  0.04548457  0.04545785 -0.06338136  0.1777824  -0.15689     0.05574831
  0.05214743 -0.09251035 -0.06424323 -0.1024958   0.19068864 -0.00809266
 -0.00419026 -0.06678386  0.12012112  0.07463842 -0.31446826  0.02284693
 -0.02106049  0.10334632 -0.04282659 -0.03930867  0.10415304 -0.02472696
  0.26557928  0.0548569   0.09171844 -0.01676397 -0.08899753 -0.03044851
  0.09461173 -0.02187472 -0.06820802 -0.05909427 -0.01254143 -0.02957523
  0.02535254  0.03379696]",7
"[-0.08861915 -0.02409242 -0.02077774  0.06442619 -0.19366324  0.06721637
 -0.06726742  0.04092991 -0.13462555  0.02730025 -0.04780947  0.10149663
 -0.14194518 -0.01895482 -0.01500416  0.00903652 -0.03119666 -0.01636977
  0.15286554  0.12402283 -0.05737711 -0.08776763  0.03067815 -0.01051731
  0.0382816   0.02229096 -0.04564695  0.06956308 -0.17429055  0.0629015
  0.00996711 -0.05232171 -0.16382912 -0.16360159 -0.09572227  0.00556714
 -0.05329935  0.12197705  0.00919766  0.01402634  0.06340115 -0.09392338
 -0.03994377  0.11320489 -0.03795537 -0.04484881 -0.10756027 -0.07732066
 -0.01078631  0.16302828 -0.03276263 -0.07160486  0.02715553 -0.01463941
 -0.09819443  0.0676889   0.0402951  -0.07472098  0.04850216 -0.00041015
 -0.21051635 -0.06426543 -0.01395338 -0.00734095  0.08068368 -0.00617897
 -0.14422187  0.11680403  0.07018667 -0.03553481 -0.0957298   0.01284527
  0.10515805 -0.03732224 -0.04894414  0.13819909  0.06696109  0.02957543
 -0.02388993  0.10217385  0.02744328 -0.14534393  0.02315512  0.03314186
 -0.06714358 -0.01451142  0.10025257  0.07143387 -0.08848993 -0.00161501
  0.03548794  0.0345239  -0.06779739  0.190884   -0.1586163   0.05249057
  0.03930376 -0.09131955 -0.06411836 -0.09239987  0.19962007 -0.01995458
 -0.02104367 -0.07222175  0.12136892  0.06647115 -0.32383987  0.01423477
 -0.01266176  0.09704916 -0.05310614 -0.02377758  0.09607022 -0.02127689
  0.2668942   0.04462639  0.07996848 -0.01204838 -0.09748693 -0.02357919
  0.08040547 -0.02081785 -0.05177412 -0.06781819  0.00333801 -0.04449552
  0.02367713  0.0414123 ]",58
"[-0.09575789 -0.01555447 -0.03031073  0.05882799 -0.19619863  0.05431899
 -0.08892687  0.05311191 -0.12992983  0.02769483 -0.03569802  0.12612267
 -0.13995782  0.0021865  -0.0276362   0.00416538 -0.03300001  0.00946076
  0.1601201   0.12247903 -0.05318336 -0.09863236  0.0083337   0.01525923
  0.06736799  0.01887231 -0.0424908   0.05057243 -0.16850097  0.07227068
  0.03131863 -0.05138408 -0.17097597 -0.15313087 -0.09148316 -0.00574706
 -0.0593987   0.12901464  0.01357502  0.00804754  0.04820753 -0.11008838
 -0.03161159  0.11637435 -0.05381335 -0.05853112 -0.10262687 -0.06844723
  0.00117408  0.13853045 -0.02899795 -0.07540191  0.0306886  -0.01015347
 -0.10050555  0.05316073  0.05552061 -0.08253177  0.06282946 -0.00740341
 -0.2046991  -0.04387361 -0.02117382  0.01027514  0.05936884 -0.01575689
 -0.14338474  0.11475135  0.06720288 -0.02916112 -0.08474118  0.00826707
  0.11138771 -0.01442025 -0.03728367  0.13408412  0.04860135  0.03240672
 -0.02934152  0.10426073  0.05676062 -0.13854699  0.03060285  0.02951026
 -0.05745583  0.00104302  0.0932236   0.07641722 -0.08277535  0.00762412
  0.03890213  0.03458012 -0.05770982  0.18676046 -0.15999995  0.05229351
  0.06926791 -0.09117275 -0.06342486 -0.08531518  0.19903311 -0.01315329
  0.00103493 -0.07382371  0.11802059  0.07814369 -0.31230995  0.0257982
 -0.01977207  0.09656923 -0.02954275 -0.04382811  0.105094   -0.01630467
  0.27697775  0.05810903  0.09774171 -0.02049317 -0.08417556 -0.03533427
  0.09855781 -0.02228992 -0.066563   -0.0709512  -0.00944177 -0.02480732
  0.02640286  0.03179263]",59
"[-0.08807048 -0.01718935 -0.01507547  0.05796337 -0.19486102  0.03917537
 -0.09015169  0.05178824 -0.12462919  0.03699478 -0.04246111  0.1269108
 -0.13158803  0.01550159 -0.03481596  0.01491253 -0.03254921  0.00753624
  0.16316228  0.12838916 -0.06789713 -0.11916322  0.01048744  0.01889437
  0.05935949  0.00614189 -0.03550788  0.05299089 -0.17094181  0.06173855
  0.02168917 -0.04769763 -0.1683815  -0.15746205 -0.09846949  0.00204816
 -0.04948093  0.1452023   0.01796543  0.00211992  0.05833284 -0.10934099
 -0.04711614  0.10555138 -0.04205094 -0.05435442 -0.10479162 -0.08465206
  0.00720935  0.13085808 -0.0281752  -0.07160504  0.03230408  0.00278237
 -0.10809488  0.04422706  0.04533211 -0.0779677   0.07318412 -0.01002003
 -0.20359561 -0.04861443 -0.01474907  0.01274854  0.06710012 -0.02242627
 -0.12861146  0.11931485  0.07050776 -0.02895258 -0.08544368  0.0032227
  0.11692343  0.00287361 -0.04344011  0.11997043  0.05024867  0.01001723
 -0.02958683  0.10462254  0.05093951 -0.14966075  0.01703779  0.02295209
 -0.04576199  0.00225445  0.09463307  0.0633328  -0.09125586  0.01600418
  0.04374333  0.04023777 -0.06661436  0.18472725 -0.14484902  0.05261214
  0.0644388  -0.0884259  -0.07577853 -0.09705731  0.20188147 -0.01259053
  0.00811797 -0.07127672  0.11625984  0.07068583 -0.312411    0.02313698
 -0.03365725  0.09832785 -0.03418415 -0.03881789  0.10089663 -0.02236014
  0.27826902  0.05929117  0.08706798 -0.01118143 -0.09006932 -0.04397363
  0.10249548 -0.02699877 -0.07321999 -0.0617923  -0.0158311  -0.02412312
  0.01832975  0.0239509 ]",59
"[-0.08341496 -0.02944659 -0.00609267  0.06508196 -0.19362478  0.03447629
 -0.07740607  0.05336245 -0.13095614  0.0366789  -0.04733455  0.12600693
 -0.12782855  0.01376397 -0.04166597  0.02773762 -0.03275914  0.00368325
  0.16838196  0.13167655 -0.07998623 -0.12232991  0.02268909  0.02627034
  0.05020112 -0.00841405 -0.02951863  0.05559646 -0.18555503  0.0563252
  0.00449701 -0.04745077 -0.16295311 -0.16149068 -0.10556968  0.0197508
 -0.05543882  0.14859857  0.02159061 -0.00666628  0.06604353 -0.10597241
 -0.06326253  0.0994383  -0.0374213  -0.04682896 -0.10346964 -0.08855751
  0.01343934  0.1366333  -0.02410366 -0.06727131  0.0346853   0.01716608
 -0.10991713  0.04386092  0.04010274 -0.06227382  0.07179514 -0.01906586
 -0.20384008 -0.04828279 -0.0132426   0.01226689  0.07814754 -0.0151469
 -0.11637697  0.12506726  0.0645004  -0.03578729 -0.09380551 -0.00539606
  0.11773019  0.00499822 -0.05196428  0.10740358  0.05226851  0.00826968
 -0.02826595  0.10501172  0.03562596 -0.1553773   0.01203282  0.01578466
 -0.0403239   0.00315201  0.09664955  0.05007142 -0.10169792  0.02830751
  0.04065016  0.04402858 -0.07460739  0.18401855 -0.14167222  0.05004068
  0.04930152 -0.08329933 -0.08112169 -0.10676     0.19769986 -0.01235696
  0.00825966 -0.06548626  0.11367626  0.05411876 -0.312676    0.01696805
 -0.0432407   0.10394407 -0.04441985 -0.03709265  0.09217324 -0.02359155
  0.2691471   0.05725668  0.0725389   0.00141101 -0.09185357 -0.05467084
  0.10423589 -0.02626307 -0.07957325 -0.0500061  -0.00978726 -0.0256587
  0.01748508  0.02205871]",61
"[-0.08486017 -0.03488775 -0.02525272  0.06651603 -0.18892919  0.04830326
 -0.07136142  0.06466888 -0.14034605  0.0245266  -0.0434813   0.11654989
 -0.15202098 -0.00307414 -0.01531054  0.02045367 -0.03754972 -0.00422281
  0.16411164  0.13417566 -0.06624995 -0.11752719  0.02505064  0.00059854
  0.04857048  0.00358383 -0.04540795  0.04512436 -0.18323049  0.06299692
  0.01043885 -0.06464301 -0.15344095 -0.16496715 -0.09571272  0.0164001
 -0.06793751  0.11765345 -0.00068809  0.00363028  0.05697855 -0.09497235
 -0.04477907  0.12184319 -0.04422262 -0.0619134  -0.11972515 -0.07068326
  0.00908268  0.15132499 -0.01840998 -0.07144815  0.03274978  0.00666939
 -0.09648472  0.0702903   0.04826936 -0.07731894  0.0516035  -0.01792395
 -0.20769599 -0.04979733 -0.01888075  0.02764054  0.06595667 -0.01416205
 -0.13278778  0.11879982  0.07770628 -0.0385768  -0.09786438  0.00143586
  0.1091249  -0.00887816 -0.03656452  0.12522289  0.06553351  0.02405985
 -0.02807864  0.10668299  0.0334955  -0.1377723   0.01215449  0.03358038
 -0.06515943  0.00286976  0.09156528  0.05736721 -0.08721144  0.01645599
  0.04056393  0.0502476  -0.06296885  0.17713642 -0.15967627  0.05092651
  0.04340438 -0.08977451 -0.06552948 -0.11438156  0.18706095 -0.01264858
 -0.0071382  -0.06315248  0.11500704  0.07167143 -0.31798804  0.01423024
 -0.020423    0.10291188 -0.05072321 -0.03747904  0.10438241 -0.02890516
  0.2579469   0.04741563  0.08794163 -0.0145454  -0.08932976 -0.03112078
  0.09666936 -0.01629783 -0.06577986 -0.05510161 -0.02188277 -0.02971046
  0.0307528   0.03677414]",3
"[-9.20522064e-02 -1.27145620e-02 -1.94344986e-02  5.65948598e-02
 -1.96452424e-01  3.93437631e-02 -9.62872356e-02  5.19912727e-02
 -1.22685768e-01  3.58491465e-02 -3.79317254e-02  1.32988453e-01
 -1.28921881e-01  1.82396397e-02 -3.97056378e-02  1.00369677e-02
 -3.15664150e-02  1.50570301e-02  1.64007872e-01  1.25089183e-01
 -6.37810752e-02 -1.14405848e-01  4.46131267e-03  2.76206341e-02
  6.91219047e-02  8.76419339e-03 -3.51133272e-02  5.01379073e-02
 -1.67049006e-01  6.60194680e-02  2.92686261e-02 -4.46912535e-02
 -1.72973961e-01 -1.52496874e-01 -9.61991027e-02 -3.89963062e-03
 -5.06353639e-02  1.46660954e-01  2.13034917e-02  1.87632663e-03
  5.26458696e-02 -1.15426175e-01 -4.22748886e-02  1.05652660e-01
 -4.84355874e-02 -5.56694455e-02 -9.94428992e-02 -8.05111304e-02
  6.87381672e-03  1.24748304e-01 -2.90902425e-02 -7.28318468e-02
  3.21101435e-02 -1.69077364e-04 -1.08205140e-01  3.84818390e-02
  5.08913435e-02 -7.88340047e-02  7.65392631e-02 -9.75689013e-03
 -2.01862425e-01 -4.28518429e-02 -1.71825830e-02  1.22238956e-02
  6.16558976e-02 -2.24660058e-02 -1.31151170e-01  1.17759317e-01
  6.63188919e-02 -2.65803114e-02 -8.03544298e-02  3.42352758e-03
  1.18153535e-01  4.08973312e-03 -4.19212766e-02  1.21014774e-01
  4.29314114e-02  1.54858688e-02 -3.07762641e-02  1.03977434e-01
  6.05850816e-02 -1.47399604e-01  2.40348503e-02  2.12215502e-02
 -4.31318097e-02  4.85158199e-03  9.35779139e-02  6.90854862e-02
 -8.91874805e-02  1.63349640e-02  4.33814600e-02  3.63936089e-02
 -6.32442236e-02  1.85511306e-01 -1.46431208e-01  5.28335981e-02
  7.45188296e-02 -8.84897485e-02 -7.37197548e-02 -8.83073658e-02
  2.02859163e-01 -1.08999014e-02  1.31001109e-02 -7.33909383e-02
  1.16362490e-01  7.32797682e-02 -3.08003366e-01  2.79686116e-02
 -3.39947343e-02  9.73324999e-02 -2.54364200e-02 -4.44971845e-02
  1.02015294e-01 -1.78237054e-02  2.82439917e-01  6.40571788e-02
  9.22497436e-02 -1.39205763e-02 -8.56203809e-02 -4.68763709e-02
  1.05485044e-01 -2.80920323e-02 -7.60927945e-02 -6.54537156e-02
 -1.32237263e-02 -1.96539424e-02  1.85660385e-02  2.17650272e-02]",59
"[-0.07877727 -0.04134795 -0.0152086   0.0763729  -0.18875413  0.04463935
 -0.06225783  0.05681241 -0.14006151  0.02412336 -0.05111081  0.10682362
 -0.14135742 -0.00931329 -0.02260575  0.02453411 -0.03093841 -0.015722
  0.16998819  0.1381477  -0.08070521 -0.11757182  0.04570629  0.00424127
  0.0362357  -0.00456097 -0.04654466  0.05534475 -0.18322524  0.05172335
 -0.00934166 -0.05455082 -0.15347828 -0.17072994 -0.10143459  0.027527
 -0.05954614  0.12647328  0.0026714   0.00196511  0.06672648 -0.0942798
 -0.06006637  0.11145425 -0.03574527 -0.04664475 -0.11583963 -0.08408862
 -0.00179633  0.15606846 -0.01850829 -0.06439537  0.02794805  0.01214887
 -0.10028284  0.0616801   0.04086643 -0.06010774  0.05318361 -0.01756031
 -0.21245189 -0.06135364 -0.01135393  0.01762488  0.08303671 -0.00585925
 -0.12399422  0.12305241  0.07318045 -0.04321283 -0.09336957 -0.00236755
  0.11628138 -0.00948267 -0.05601053  0.11295427  0.06900109  0.01714931
 -0.02710157  0.10212791  0.01873237 -0.15063933  0.01001771  0.02447278
 -0.05801065 -0.00244937  0.09855708  0.05479052 -0.09998493  0.0228681
  0.04462406  0.04893966 -0.07628137  0.17772044 -0.14845538  0.0552327
  0.02871448 -0.08847456 -0.07163909 -0.11343797  0.18893635 -0.0094868
 -0.01080256 -0.06178362  0.12016927  0.05604289 -0.3181764   0.01450946
 -0.02936661  0.10832579 -0.05982219 -0.02844054  0.09258642 -0.02865568
  0.25596297  0.04960178  0.07117961 -0.0018735  -0.09757017 -0.03549775
  0.0886441  -0.02341159 -0.06910552 -0.04714429 -0.0028402  -0.0388714
  0.01959546  0.03333803]",4
"[-0.0886958  -0.029341   -0.03194768  0.07376743 -0.19253056  0.05017456
 -0.07844386  0.05800899 -0.1360174   0.01820837 -0.04060625  0.11581916
 -0.14200485 -0.00880382 -0.02477051  0.00671733 -0.02804851 -0.00329386
  0.1713519   0.13286428 -0.06721049 -0.10592758  0.03382735  0.01355037
  0.05845579  0.00895823 -0.05429821  0.04788679 -0.16777764  0.06247506
  0.0115465  -0.05011859 -0.1647749  -0.16205774 -0.09251164  0.00811685
 -0.06004058  0.12311418  0.00247373  0.00809893  0.05143038 -0.10677968
 -0.04122834  0.11877089 -0.0517173  -0.05352239 -0.10941095 -0.07301334
 -0.01040873  0.14613205 -0.02095832 -0.06882413  0.02428164 -0.00223275
 -0.09786066  0.05452394  0.05608452 -0.0696867   0.05645776 -0.01209391
 -0.21295618 -0.05347667 -0.01642246  0.01908867  0.06759994 -0.00720788
 -0.138468    0.1173402   0.07017165 -0.03706677 -0.07799058  0.00301953
  0.11938241 -0.01102274 -0.05020189  0.12332235  0.05734449  0.03182835
 -0.03027592  0.10029654  0.04289299 -0.1431593   0.02712799  0.02663085
 -0.06017523  0.00115302  0.09643243  0.07589056 -0.09074294  0.01654703
  0.04740768  0.04072777 -0.06610061  0.17924553 -0.15597448  0.05926202
  0.05266463 -0.09363371 -0.06254645 -0.09250741  0.19218937 -0.00457632
 -0.00512228 -0.06854212  0.12474062  0.07112928 -0.31223202  0.0281197
 -0.02176235  0.10549349 -0.04052875 -0.03929731  0.10021966 -0.02012963
  0.26817256  0.05961628  0.08989538 -0.01493752 -0.08948252 -0.03109469
  0.09046017 -0.0258815  -0.06998668 -0.06015209  0.00203584 -0.03231596
  0.02113947  0.03280662]",2
"[-0.08067021 -0.02670277 -0.01460887  0.06951717 -0.1911263   0.04182938
 -0.07795101  0.04917743 -0.12798133  0.02999327 -0.0499418   0.10861907
 -0.13373092 -0.00048554 -0.02591305  0.01430407 -0.02717342 -0.01197669
  0.16724993  0.13605304 -0.07732517 -0.11992637  0.03588647  0.005048
  0.04329703  0.00446218 -0.04802547  0.05829932 -0.1663543   0.05107636
  0.00284793 -0.04585296 -0.16270944 -0.1672072  -0.09868426  0.01121224
 -0.04368818  0.13794892  0.00676846  0.00766841  0.06487951 -0.1016375
 -0.05322547  0.10691395 -0.03473131 -0.04643387 -0.11194171 -0.09196254
 -0.00980203  0.1436934  -0.02509316 -0.065855    0.02452644  0.00231044
 -0.10496709  0.04966604  0.04071336 -0.06945956  0.06381083 -0.00719392
 -0.21217474 -0.06536771 -0.00780043  0.01192056  0.07910097 -0.01456845
 -0.1284291   0.12015155  0.07596043 -0.03506909 -0.08043943  0.00391898
  0.12108362 -0.00355507 -0.05656262  0.11638219  0.0635695   0.00744009
 -0.02858674  0.0999513   0.03340561 -0.15505831  0.0127178   0.0238208
 -0.05249434 -0.0045884   0.09959744  0.0655526  -0.09680278  0.015186
  0.05079382  0.04339672 -0.0753067   0.18051246 -0.14041358  0.05947801
  0.04450828 -0.09209434 -0.07421492 -0.10153021  0.198569   -0.00834691
 -0.00528936 -0.06861927  0.12404583  0.06556525 -0.31616047  0.02289307
 -0.02993757  0.10348252 -0.0485952  -0.027034    0.09567006 -0.02691947
  0.27076694  0.05625382  0.07779974 -0.00710042 -0.09952237 -0.03247657
  0.08766623 -0.03040517 -0.06798386 -0.05582621 -0.00280826 -0.03775747
  0.01203466  0.02849186]",61
"[-0.08330945 -0.03486744 -0.01991991  0.07021973 -0.19038717  0.03842985
 -0.075522    0.06332686 -0.13682942  0.02632768 -0.0444106   0.12148409
 -0.14146951  0.00428346 -0.02821602  0.02225645 -0.03344821 -0.00044552
  0.17158134  0.13653222 -0.07618868 -0.12407439  0.02892521  0.01610352
  0.05237253 -0.00488094 -0.04303977  0.04520092 -0.18108515  0.05831644
  0.00559893 -0.05569679 -0.1575925  -0.16453394 -0.099103    0.01931909
 -0.06273632  0.13073507  0.00570492 -0.00118156  0.05871808 -0.10240687
 -0.0538485   0.11362124 -0.0438577  -0.05606887 -0.11391353 -0.07880022
  0.0075588   0.14234066 -0.01764463 -0.0680104   0.03129606  0.01377661
 -0.10194506  0.05559054  0.04828718 -0.06816985  0.06133656 -0.02052149
 -0.20829435 -0.04929499 -0.0158175   0.02713722  0.069837   -0.01357879
 -0.12455154  0.12174671  0.07269499 -0.03851288 -0.08992631 -0.00371424
  0.11764359  0.00284438 -0.04613337  0.11324633  0.05909057  0.01743279
 -0.02974636  0.10454998  0.03622818 -0.14607337  0.01299316  0.02412088
 -0.05343075  0.00578101  0.09383413  0.05657507 -0.09504751  0.02591255
  0.0451284   0.04920856 -0.06908797  0.17674826 -0.15029131  0.053748
  0.04689103 -0.08839393 -0.07164925 -0.11088153  0.1897741  -0.00767012
  0.00164485 -0.06318723  0.11699758  0.06466355 -0.31329665  0.01955523
 -0.03211728  0.10635976 -0.0465151  -0.03943817  0.09930527 -0.02671223
  0.26277748  0.05559083  0.08257721 -0.00784881 -0.08999516 -0.04138399
  0.09999105 -0.02293056 -0.07571318 -0.05040459 -0.01412391 -0.02710159
  0.0228819   0.02870485]",64
"[-7.69144148e-02 -1.97773017e-02 -7.84226344e-04  5.84206916e-02
 -1.93028152e-01  1.81098469e-02 -8.85537788e-02  5.78526743e-02
 -1.21960521e-01  4.78308126e-02 -4.57324348e-02  1.18744969e-01
 -1.38753802e-01  2.57982891e-02 -2.35613864e-02  2.70410869e-02
 -3.84241976e-02  2.90201744e-04  1.63762003e-01  1.33906156e-01
 -7.85145760e-02 -1.53669506e-01  1.36602633e-02  1.80240581e-03
  4.24620658e-02 -7.87815719e-04 -3.43423188e-02  4.94967327e-02
 -1.66907012e-01  4.60059345e-02  9.19843558e-03 -5.87737672e-02
 -1.52196124e-01 -1.65577963e-01 -1.01978458e-01  1.30903590e-02
 -4.42262851e-02  1.44387260e-01  8.00218899e-03  6.21804781e-03
  6.35576099e-02 -9.83910561e-02 -5.89231215e-02  1.06440745e-01
 -2.36104447e-02 -6.00865707e-02 -1.22584626e-01 -9.83248577e-02
  1.49382837e-02  1.27307326e-01 -2.08637528e-02 -6.50208443e-02
  3.54720168e-02  8.70650820e-03 -1.07796036e-01  4.63777483e-02
  3.43058743e-02 -8.06925446e-02  7.92868659e-02 -1.43954204e-02
 -1.99400231e-01 -5.82634881e-02 -1.34914489e-02  2.44266894e-02
  7.18638673e-02 -3.41144055e-02 -1.15221091e-01  1.17122218e-01
  9.26798210e-02 -2.93732882e-02 -8.89898017e-02  2.58182315e-03
  1.23136193e-01  1.72380991e-02 -4.48800661e-02  1.11664675e-01
  6.48482665e-02 -1.56523213e-02 -3.18313986e-02  1.06342860e-01
  3.87530960e-02 -1.49370715e-01 -1.05175562e-02  2.92015169e-02
 -4.55180071e-02  7.26498617e-03  9.58732292e-02  4.39889580e-02
 -9.27747861e-02  1.55243846e-02  5.36206141e-02  5.32420687e-02
 -7.58508816e-02  1.68318555e-01 -1.30722538e-01  5.36435954e-02
  5.17342128e-02 -8.47607404e-02 -8.41286033e-02 -1.21005833e-01
  1.95237920e-01 -1.64188072e-02  4.55359882e-03 -6.74080849e-02
  1.12489462e-01  7.07673132e-02 -3.14746976e-01  1.09053981e-02
 -4.24919277e-02  1.01829506e-01 -4.40164432e-02 -3.08073591e-02
  1.02958143e-01 -3.47084031e-02  2.65084088e-01  5.12460805e-02
  8.00037757e-02 -1.07596666e-02 -9.95442793e-02 -4.19869088e-02
  1.02211051e-01 -2.77267322e-02 -7.37956986e-02 -5.33801056e-02
 -4.38043848e-02 -2.88040563e-02  6.79161586e-03  1.90049596e-02]",57
"[-7.67550766e-02 -4.52037603e-02 -1.55648924e-02  8.07828456e-02
 -1.87345430e-01  3.89075503e-02 -6.21523373e-02  6.02960624e-02
 -1.40597865e-01  2.15096846e-02 -5.11768758e-02  1.08410344e-01
 -1.39111310e-01 -7.66560528e-03 -2.65392996e-02  2.60635242e-02
 -2.90056895e-02 -1.48934983e-02  1.75775722e-01  1.41597554e-01
 -8.69340822e-02 -1.23036832e-01  5.11050448e-02  1.12806037e-02
  3.81584503e-02 -1.11860689e-02 -4.84734252e-02  5.11634722e-02
 -1.82630107e-01  4.89195548e-02 -1.39635820e-02 -5.23792952e-02
 -1.52461991e-01 -1.71501026e-01 -1.01939127e-01  3.18391956e-02
 -6.01549298e-02  1.28118604e-01  1.31021813e-03 -8.99947947e-04
  6.61043450e-02 -9.65601206e-02 -6.44027963e-02  1.10401161e-01
 -3.71788405e-02 -4.58373427e-02 -1.15789719e-01 -8.54800567e-02
 -2.69084191e-03  1.52615458e-01 -1.48333274e-02 -6.19976781e-02
  2.65210252e-02  1.82223581e-02 -1.00730412e-01  5.71459867e-02
  4.29128297e-02 -5.46663590e-02  5.49479723e-02 -2.14205850e-02
 -2.13468581e-01 -6.04356900e-02 -1.02648688e-02  2.36118436e-02
  8.31024572e-02 -4.37161140e-03 -1.19336583e-01  1.24258906e-01
  7.20114261e-02 -4.49933745e-02 -8.87228027e-02 -6.48990879e-03
  1.20723315e-01 -1.86757348e-03 -5.97844869e-02  1.05337501e-01
  6.74722269e-02  1.57481581e-02 -2.83330176e-02  1.00708477e-01
  1.85538027e-02 -1.52413815e-01  9.67857614e-03  2.06585135e-02
 -5.45270666e-02  8.15503532e-04  9.83604193e-02  5.37694357e-02
 -1.03324093e-01  2.99884230e-02  4.81306985e-02  5.11034019e-02
 -7.84498304e-02  1.74115762e-01 -1.45085961e-01  5.73196672e-02
  2.78922152e-02 -8.83237943e-02 -7.26503506e-02 -1.14807963e-01
  1.86238512e-01 -4.72728768e-03 -7.16965226e-03 -5.95693849e-02
  1.21267661e-01  5.32280095e-02 -3.14453602e-01  1.75310876e-02
 -3.38636152e-02  1.11590728e-01 -5.93281724e-02 -3.05392649e-02
  9.08545926e-02 -2.89077386e-02  2.54275650e-01  5.33498898e-02
  6.94678128e-02  6.80669618e-04 -9.68301818e-02 -3.86941209e-02
  8.98806751e-02 -2.56316047e-02 -7.46778175e-02 -4.21762243e-02
  7.69550934e-06 -3.71680073e-02  1.73264667e-02  3.04388311e-02]",9
